Block,Lot,QualCode,Tax
814.01,24,           ,1764.01
814.01,35,           ,7836.23
814.01,36,           ,5439.15
814,3,           ,11299.14
814,6,           ,3584.76
814,8,           ,3767.72
814,15,           ,2288.54
814,53.02,           ,5518.27
814,76,           ,4238.15
814.01,31,           ,33928.39
814.01,37,           ,11321.75
814.01,46,           ,5749.25
814.01,49,           ,5817.48
814.01,84,           ,5650.02
814,4,           ,8289.39
814,10,           ,26715.12
814,13,           ,2849.82
814,19,           ,6297.51
814,53.01,           ,3336.68
814,57,           ,5550.79
814,75,           ,3311.87
814,90,           ,1931.14
814.01,26,           ,3161.51
814.01,42,           ,6384.96
814.01,45,           ,4851.1
814.01,48,           ,5677.93
814.01,50,           ,16528.33
814.01,83,           ,5994.23
814.01,85,           ,5426.75
814,9,           ,5841.43
814,12,           ,3430.94
814,14,           ,2677.72
814,17,           ,2378.47
814,56,           ,3054.49
814,59,           ,795.92
814,60,           ,6260.92
814,94,           ,2462.92
814.01,25,           ,9296.75
814.01,34,           ,15849.67
814.01,41,           ,6378.76
814.01,44,           ,6998.96
814.01,47,           ,5702.74
815,7,           ,2448.32
815,17.03,           ,8428.52
815,55,           ,4871.67
815,58,           ,6564.83
815,63,           ,8611.48
815.01,22,           ,3753.29
815.01,24,           ,10647.12
815.01,28.01,C1A        ,3188.41
815.01,28.02,C2A        ,3383.55
815.01,28.05,C5A        ,4165.5
815.01,28.06,C6A        ,2792.68
815.01,28.18,C9B        ,3888.85
815.01,35,           ,8391.31
815.01,36,           ,6887.32
815.01,40,           ,5299.61
815.01,68,           ,3892.4
815.01,69,           ,3439.01
815.01,70,           ,8468.83
815,5,           ,4167.5
815,12,           ,5289.87
815,20,           ,6732.27
815,60,           ,6013.87
815,78,           ,5284.1
815.01,25,           ,8570.47
815.01,26,           ,3376.99
815.01,28.1,C1B        ,3377.72
815.01,28.12,C3B        ,5016.67
815.01,28.13,C4B        ,3892.01
815.01,28.14,C5B        ,5961.96
815.01,28.15,C6B        ,3794.42
815.01,28.17,C8B        ,3327.31
815.01,41,           ,5578.7
815.01,71,           ,4570.87
815,4,           ,20975.16
815,17.04,           ,8406.81
815,57,           ,4921.29
815,64,           ,7541.63
815,65,           ,10332.53
815,72,           ,19099.06
815,75,           ,7154.01
815.01,28.03,C3A        ,2460.55
815.01,28.04,C4A        ,3888.17
815.01,28.08,C8A        ,5041.43
815.01,28.16,C7B        ,3176.21
815.01,37,           ,7690.48
815.01,38,           ,6961.75
815,8,           ,3952.57
815,10,           ,4293.19
815,15,           ,6602.03
815,51,           ,7938.56
815,54,           ,4371.94
815,76,           ,8501.46
815.01,28.07,C7A        ,4994.91
815.01,28.09,C9A        ,3863.78
815.01,28.11,C2B        ,5574.15
815.01,43,           ,4304.19
815.01,66,           ,4459.24
815.01,67,           ,4000.29
816,5,           ,5184.44
816,12,           ,5478.25
816,18,           ,3925.87
816,20,           ,4955.4
816,31,           ,5941.52
816,32,           ,6360.15
816,37,           ,7008.26
816,49,           ,11256.63
816,59,           ,6077.96
816,1,           ,9706.13
816,6,           ,10270.51
816,11,           ,7867.24
816,16,           ,5429.62
816,21,           ,4812.75
816,24,           ,9247.18
816,35,           ,3472.52
816,36,           ,3380.09
816,43,           ,5860.89
816,55,           ,12484.63
816,63,           ,30.58
816,2,           ,5104.25
816,3,           ,9247.18
816,8,           ,5860.89
816,13,           ,3190.93
816,15,           ,3234.34
816,22,           ,4977.11
816,28,           ,6574.12
816,30,           ,493.06
816,39,           ,46254.52
816,51,           ,4242.17
816,57,           ,5811.27
816,9,           ,3904.16
816,14,           ,11318.65
816,19,           ,4426.86
816,26,           ,5885.7
816,34,           ,6394.26
816,42,           ,5789.57
816,45,           ,6257.82
816,48,           ,11318.65
816,50,           ,11334.16
816,53,           ,6301.23
816,60,           ,5114.18
817,5,           ,4221.64
817,7,           ,6614.43
817,16,           ,5032.92
817,18,           ,5181.77
817,20,           ,4214.26
817,27,           ,4183.25
817,31,           ,1086.2
817,37,           ,4905.78
817,43,           ,3640.57
817,46,           ,8537.26
817,49,           ,4220.46
817,52,           ,2266.83
817,4,           ,5172.47
817,14,           ,4862.37
817,19,           ,4149.14
817,23,           ,3919.66
817,33,           ,5330.62
817,38,           ,7972.67
817,42,           ,2856.02
817,45,           ,4387.92
817,48,           ,4484.05
817,50,           ,3994.09
817,53,           ,3873.15
817,2,           ,7532.9
817,8,           ,5519.78
817,10,           ,7119.9
817,13,           ,4075.7
817,15,           ,4450.16
817,25,           ,3535.14
817,26,           ,3482.42
817,28,           ,4941.07
817,34,           ,2192.7
817,39,           ,2806.41
817,41,           ,7398.99
817,44,           ,3561.69
817,54,           ,2174.28
817,1,           ,13293.99
817,6,           ,949.44
817,11,           ,5634.52
817,21,           ,3213.82
817,22,           ,4749.17
817,24,           ,640
817,30,           ,4980.21
817,35,           ,3637.47
817,36,           ,3913.46
817,40,           ,2559.51
817,47,           ,3742.87
818,4,           ,4927.49
818,9,           ,5111.66
818,12,           ,4465.44
818,14,           ,7513.72
818,19,           ,5560.13
818,23,           ,6248.52
818,29,           ,2893.23
818,33,           ,5560.09
818,38,           ,3997.19
818,50,           ,542.96
818,53,           ,5166.27
818,56,           ,8183.54
818,5,           ,3839.04
818,18,           ,5643.82
818,20,           ,1662.49
818,27,           ,5138.12
818,31,           ,3057.59
818,32,           ,5621.45
818,37,           ,8552.56
818,43,           ,3724.3
818,44.02,           ,5870.19
818,52,           ,3594.06
818,1,           ,5539.41
818,3,           ,5325.04
818,6,           ,5246.89
818,22,           ,5017.42
818,30,           ,3476.22
818,35,           ,5225.19
818,36,           ,8670.4
818,40,           ,5863.68
818,44.01,           ,6040.75
818,44.04,           ,5963.22
818,55,           ,3907.26
818,58,           ,13176.15
818,8,           ,5405.04
818,10,           ,1705.55
818,13,           ,4360.01
818,15,           ,5759.66
818,25,           ,4803.45
818,28,           ,3953.78
818,34,           ,7046.43
818,41,           ,3573.41
818,44.03,           ,5870.19
818,44.05,           ,6040.75
818,51,           ,8519.58
818,54,           ,538.7
819,2,           ,4484.05
819,4,           ,5581.8
819,1,           ,4325.9
819,3,           ,6072.4
819,6,           ,3876.25
819,22,           ,10849.83
819,5,           ,3012.97
819,7,           ,40936.3
819,20,           ,15406.37
820,1,           ,1300.45
820,3,           ,4192.55
820,6,           ,4025
820,8,           ,4884.08
820,10.01,           ,6062.46
820,58,           ,23971.48
820,5,           ,4428.23
820,7,           ,4220.46
820,10.02,           ,6158.59
820,36,           ,12954.43
820,40,           ,9850.3
820,55,           ,3466.92
820,32,           ,9499.63
820,53,           ,4156.97
820,56,           ,4570.26
820,2,           ,12258.35
820,54,           ,3550.65
820,57,           ,2925.08
821,24,           ,115763.43
821,35,           ,3048.33
821,36,           ,3150.62
821,40,           ,4910.98
821,47,           ,9048.08
821,8,           ,6257.82
821,10,           ,4803.45
821,33,           ,9135.55
821,34,           ,3240.55
821,39,           ,6124.25
821,41,           ,5119.75
821,14,           ,52822.43
821,23,           ,25918.4
821,37,           ,13881.14
821,42,           ,30166.53
821,45,           ,9048.08
821,48,           ,5535.29
821,50,           ,595.39
821,7,           ,6282.63
821,11,           ,55250.52
821,24,T01        ,16024.98
821,46,           ,9048.08
822,1,           ,42054.04
822,21,           ,651.14
822,30,           ,465.1
822,16,           ,26257.04
822,18,           ,389.8
822,20,           ,341.08
822,31,           ,6701.26
822,4,           ,7500.34
822,12,           ,29595.94
822,17,           ,2350
822,19,           ,357.32
822,29,           ,465.1
822,33,           ,7036.17
822,22,           ,47092.97
822,34,           ,13115.15
825,20,           ,32191.48
825,21.01,           ,21772.12
825,1,           ,49442.34
825,22,           ,28495.09
825,25,           ,79500.34
827,18,           ,16791.92
827,18,B01        ,7743.2
827,8,           ,89975.52
827,8,B01        ,4546.07
829,31,           ,52831.74
829,10,           ,17679.24
829,25,           ,83882.05
831,12,           ,33119.18
831,14,           ,23486.97
831,7,           ,19170.38
831,20,           ,3284.8
831,1,           ,14263.81
831,24,           ,23328
832,9,           ,1920.19
832,2,           ,12000
832,4,           ,3435.91
832,1,           ,10366.64
832,6,           ,4140.29
832,5,           ,1506.14
833,20,           ,9206.87
833,27,           ,4874.77
833.01,7,           ,2219.95
833.01,11,           ,4784.84
833.01,16,           ,3069.99
833.01,18,           ,3862.71
833.01,20,           ,7222.19
833,1,           ,4006.49
833,24,           ,4397.22
833.01,9,           ,1508.21
833.01,14,           ,2797.5
833.01,17,           ,5898.1
833.01,23,           ,3978.58
833,3,           ,4258.74
833,22,           ,7079.58
833.01,2,           ,4400.32
833.01,4,           ,7129.37
833.01,8,           ,4294.89
833.01,10,           ,2448.98
833.01,13,           ,2103.59
833.01,19,           ,4777.09
833,2,           ,4524.51
833,4,           ,17872.84
833,23,           ,4108.83
833,25,           ,3674.69
833,26,           ,4350.7
833.01,3,           ,3035.88
833.01,15,           ,4254.57
833.01,21,           ,10977.43
833.01,22,           ,5163.17
833.01,24,           ,3259.15
834,12,           ,4211.16
834,9,           ,5705.84
834,13,           ,4177.05
834,15,           ,528
834,7,           ,9002.2
834,11,           ,4518.16
834,16,           ,5374.03
835,5,           ,15286.54
835,7,           ,7909.59
835,18,           ,3021.56
835,20,           ,891.2
835,1,           ,52453.42
835,11,           ,4080.97
835,21,           ,5922.63
835,30,           ,8546.59
835,15,           ,20708.44
835,25,           ,18922.2
835,17,           ,2608.9
835,19,           ,3038.95
835,23,           ,7510.62
836,11,           ,3339.78
836,12.02,           ,9020.81
836,12.07,           ,8813.04
836,12.03,           ,9095.23
836,12.08,           ,9058.02
836,12.09,           ,8897.95
836,4,           ,5448.46
836,10,           ,4000.29
836,12.01,           ,9045.62
836,12.04,           ,9110.74
836,12.05,           ,9116.94
836,12.1,           ,8989.8
836,1,           ,6009.74
836,6,           ,17864.86
836,12.06,           ,9214.31
837,3,           ,11588.44
837,21,           ,2983.16
837,19,           ,2648.25
838,1,           ,8971.41
838,6,           ,3810
838,7,           ,10087.55
838,16,           ,77.74
838,21,           ,1423.36
838,24,           ,6947.33
838,2.01,           ,8847.15
838,12,           ,13591.68
838,18,           ,1478.29
838,20,           ,2032.34
838,49,           ,2905.64
838,2.02,           ,8940.18
838,14,           ,16010.94
838,17,           ,3017.27
838,19,           ,4043.7
838,23,           ,3069.99
838,26,           ,6865.61
838,50,           ,2784.7
838,2.03,           ,9014.61
838,8,           ,5355.43
838,15,           ,612.8
838,22,           ,1255.91
838,25,           ,4273.21
839,1,           ,5184.87
839,3,           ,5339.92
839,11,           ,3997.19
839,10,           ,3615.77
839,13,           ,4316.59
839,9,           ,5169.37
839,12,           ,3882.45
839.01,32,           ,30219.25
839,5,           ,6226.84
839,7,           ,5113.55
840,7,           ,800
840,11,           ,4493.35
840,16,           ,5434.16
840,20,           ,4310.39
840,36,           ,3091.7
840,6,           ,100
840,8,           ,5624.44
840,21,           ,4239.07
840,22,           ,2973.36
840,9,           ,5560.97
840,13,           ,4415.82
840,14,           ,4993.72
840,19,           ,4316.59
840,23,           ,1906.65
840,25,           ,2080.77
840,5,           ,4660.8
840,12,           ,3941.9
840,17,           ,3817.33
840,18,           ,3789.42
840,27,           ,20917.61
840,32,           ,1407.85
841,1,           ,13501.15
841,2.01,           ,1910.22
841,4.05,           ,8087.41
841,15,           ,4970.9
841,22,           ,4769.34
841,24,           ,4521.26
841,4.04,           ,8543.26
841,4.06,           ,7631.56
841,18,           ,7841.91
841,20,           ,5405.04
841,2.02,           ,1910.22
841,4.02,           ,8129.95
841,12,           ,4108.83
841,14,           ,5184.87
841,17,           ,5085.64
841,23,           ,6279.53
841,4.03,           ,8645.59
841,8,           ,9709.23
841,10,           ,4791.05
841,13,           ,4651.5
841,19,           ,7426.14
841,25,           ,4425.13
841,26,           ,7445.72
842,1,           ,3534.14
842,6,           ,8075.04
842,7,           ,3726.97
842,11,           ,334.31
842,21,           ,2737.83
842,35,           ,3305.67
842,36,           ,3305.67
842,43,           ,884.85
842,2,           ,9451.98
842,10,           ,7898.25
842,34,           ,3615.77
842,39,           ,3702.59
842,4,           ,4508.85
842,9,           ,477.55
842,12,           ,3631.27
842,14,           ,2514.91
842,17,           ,6980.35
842,23,           ,1473.24
842,26,           ,9204.14
842,38,           ,3060.69
842,48,           ,235.64
842,31,           ,8211.45
842,37,           ,3327.37
843,3,           ,1454.37
843,10,           ,37481.79
843,32,           ,3035.54
843,2,           ,34248.98
843,4,           ,2043.56
843,25,           ,15984.98
843,50,           ,15867.82
844,1,           ,22758.24
844,19,           ,8251.54
844,12,           ,63191.61
845,13,           ,4130.53
845,1,           ,113640.76
845,15,           ,3395.6
845,1,B01        ,288.39
845,16,           ,2175.55
845,18,           ,3423.91
845,12,           ,9134.44
846,15,           ,3274.66
846,22,           ,3941.37
846,17,           ,4654.6
846,19,           ,3705.7
846,12,           ,5238.91
846,18,           ,3172.32
847,9,           ,4787.94
847,13,           ,4729.03
847,19,           ,6990.89
847,23,           ,4868.57
847,25,           ,4899.58
847,26,           ,4729.03
847,33,           ,4747.63
847,34,           ,4868.57
847,3,           ,4480.95
847,6,           ,3869.28
847,21,           ,4707.12
847,30,           ,4831.36
847,35,           ,4217.36
847,39,           ,4217.36
847,41,           ,4849.96
847,51,           ,5851.59
847,1,           ,4518.93
847,7,           ,4257.67
847,11,           ,4074.71
847,31,           ,4648.4
847,43,           ,4778.64
847,5,           ,3349.08
847,12,           ,4835.16
847,17,           ,6958.64
847,27,           ,5073.24
847,29,           ,4735.23
847,37,           ,5789.57
847,38,           ,4880.97
847,42,           ,4332.1
848,2,           ,3271.42
848,10,           ,4084.02
848,12.01,           ,4146.04
848,13,           ,3938.27
848,19,           ,16354.89
848.01,9,           ,3114.59
848.01,12,           ,4763.14
848.01,14,           ,3317.33
848.01,17,           ,702.01
848.01,19,           ,4245.27
848.02,1.04,C7A        ,6396.2
848.02,1.07,C17A       ,4548.77
848.02,1.15,C4A        ,6299.95
848.02,1.17,C8A        ,4608.09
848.02,1.2,C14A       ,5877.01
848.02,1.25,C78A       ,6104.25
848.02,1.27,C82A       ,5385.58
848,17,           ,4270.08
848,18,           ,5284.1
848.01,8,           ,4704.22
848.01,10,           ,4183.25
848.01,13,           ,5773.04
848.02,1.06,C15A       ,5080.99
848.02,1.1,C31A       ,4760.04
848.02,1.16,C6A        ,6040.29
848.02,1.19,C12A       ,8954.8
848.02,1.22,C18A       ,4758.8
848.02,1.24,C76A       ,4760.04
848.02,1.28,C84A       ,7801.37
848,5,           ,4091.4
848,7,           ,937.67
848,11,           ,886.89
848,12.02,           ,8454.86
848,16,           ,7768.53
848,20,           ,5229.42
848.01,1,           ,3634.37
848.01,3,           ,3461.84
848.01,6,           ,4173.95
848.01,11,           ,4245.27
848.01,21,           ,2642.05
848.02,1.02,C3A        ,4666.4
848.02,1.03,C5A        ,5090.61
848.02,1.05,C9A        ,5647.77
848.02,1.08,C19A       ,4665.07
848.02,1.09,C21A       ,5049.39
848.02,1.14,C2A        ,7668.38
848.02,1.18,C10A       ,8988.09
848.02,1.21,C16A       ,4623.59
848.02,1.23,C20A       ,7582.7
848,1,           ,3545.62
848,3,           ,3274.66
848,6,           ,4158.44
848,8,           ,4297.99
848,21,           ,7799.02
848.01,7,           ,4874.77
848.01,16,           ,3708.8
848.01,18,           ,4273.18
848.01,20,           ,3556.85
848.02,1.01,C1A        ,5367.19
848.02,1.11,C33A       ,7408.35
848.02,1.12,C35A       ,7570.59
848.02,1.13,C37A       ,7582.81
848.02,1.26,C80A       ,7284.88
849,29,           ,3089.23
849,38,           ,4930.59
849,45,           ,16633.76
849.01,12,           ,4242.17
849.01,18,           ,8205.25
849.01,21.01,           ,1191.19
849,10,           ,21508.54
849,28,           ,3066.89
849,39,           ,10239.5
849.01,16,           ,7727.69
849.01,24,           ,8980.2
849,30,           ,3089.23
849,36,           ,6616.99
849.01,10,           ,9195.82
849.01,13,           ,3995.16
849.01,15,           ,7721.49
849.01,25,           ,1841.99
849,31,           ,7789.71
849,32,           ,17452.43
849,46,           ,11219.42
849.01,14,           ,8251.76
849.01,17,           ,8431.62
849.01,19,           ,4133.63
849.01,21.02,           ,4849.96
850,9,           ,3854.54
850,23,           ,5681.03
850.01,5,           ,25214.91
850.01,12,           ,6611.33
850.01,20,           ,1615.02
850,8,           ,7446.16
850,10,           ,9068.59
850,13,           ,7005.82
850,22,           ,2590.85
850.01,1,           ,5762.08
850.01,7,           ,8741.72
850.01,11,           ,6701.26
850,1,           ,10672.93
850,11,           ,2890.31
850,21,           ,4772.44
850,24,           ,2711.25
850.01,3,           ,6571.02
850.01,8,           ,8744.82
850.01,15,           ,7155.97
850,5,           ,5395.74
850,18,           ,6143.08
850,20,           ,4856.17
850.01,2,           ,5857.33
850.01,4,           ,3758.41
850.01,9,           ,13033.64
850.01,14,           ,4676.31
851,42.02,           ,12735.79
851,42.07,           ,10872.11
851,43,           ,18835.47
851,1,           ,20615.45
851,42.01,           ,16013.79
851,42.06,           ,11014.75
851,41,           ,68429.77
851,42.04,           ,10161.98
851,42.05,           ,15107.48
851,42.1,           ,10273.61
851,42.03,           ,8397.37
851,42.08,           ,11991.43
851,42.09,           ,10519.08
851,42.11,           ,8831.24
851.01,25,           ,8664.19
852,11,           ,131127.89
852.01,1.04,C03A       ,2681.77
852.01,1.06,C11A       ,2932.86
852.01,1.11,C33A       ,4203.53
852.01,1.14,C45A       ,2645.33
852.01,2.12,C39A       ,3200.99
852.01,2.13,C43A       ,3203.37
852.01,2.14,C47A       ,5311.22
852.01,2.18,C63A       ,3253.64
852.01,1.07,C15A       ,2668.04
852.01,1.08,C19A       ,5280.42
852.01,1.15,C49A       ,2708.16
852.01,1.16,C53A       ,2653
852.01,2.02,C97A       ,2942.24
852.01,2.06,C13A       ,2996.77
852.01,2.09,C25A       ,2942.99
852.01,2.1,C31A       ,3128.27
852.01,1.02,C95A       ,4152.23
852.01,1.03,C99A       ,3478.55
852.01,1.09,C23A       ,2604.23
852.01,1.1,C29A       ,2645.33
852.01,1.17,C57A       ,2645.33
852.01,2.03,C01A       ,5652.38
852.01,2.07,C17A       ,3013.56
852.01,2.16,C55A       ,3202.51
852.01,2.17,C59A       ,3211.03
852,1,           ,71358.52
852.01,1.01,C91A       ,503.94
852.01,1.05,C07A       ,2686.39
852.01,1.12,C37A       ,2645.33
852.01,1.13,C41A       ,2582.07
852.01,1.18,C61A       ,2645.33
852.01,2.01,C93A       ,3413.54
852.01,2.04,C05A       ,2942.99
852.01,2.05,C09A       ,2670.72
852.01,2.08,C21A       ,2942.99
852.01,2.11,C35A       ,3434.15
852.01,2.15,C51A       ,3202.63
858,1,           ,14233.59
858,6,           ,10552.7
858,50.03,           ,1555.57
858,50.05,           ,7308.32
858,50.08,           ,4962.52
858,50.09,           ,5030.44
858,50.11,           ,1516.78
858,50.13,           ,1516.78
858,50.21,           ,1546.45
858,50.23,           ,1555.57
858,50.24,           ,1555.57
858,50.01,           ,2755.31
858,50.04,           ,3676.75
858,50.1,           ,9372.97
858,50.12,           ,1516.78
858,50.15,           ,1516.78
858,50.17,           ,1546.45
858,50.25,           ,1555.57
858,50.06,           ,5763.28
858,50.14,           ,1516.78
858,50.16,           ,1546.45
858,50.19,           ,1546.45
858,50.22,           ,1546.45
858,50.02,           ,1555.57
858,50.07,           ,5473.14
858,50.18,           ,1546.45
858,50.2,           ,1546.45
859,2,           ,25626.66
859,50,           ,30454.92
865,30.02,           ,64987.38
865,118,           ,45642.45
865,136,           ,8540.2
865,1,           ,154878.76
865,7,           ,14912.63
865,30.03,           ,22236.87
865,103,           ,16132.96
865,5,           ,22316.09
865,119,           ,18311.41
865,4,           ,77416.55
865,9,           ,26515.22
865,30.01,           ,99217.5
865,121,           ,12065.88
865,135.01,           ,10778.42
867,15,           ,6199.65
867,30,           ,6014.78
867,5,           ,34475.11
867,31,           ,4346.03
867,32,           ,4026.45
867,14,           ,5510.94
867,13,           ,3927.77
867,23,           ,89991.92
868,24,           ,10905.35
868,30,           ,4014.87
868,40,           ,4124.33
868,28,           ,2897.91
868,34,           ,35816.55
868,24,B01        ,4589.98
868,32,           ,2539.72
871,2,           ,6810.37
871,8,           ,5560.09
871,10,           ,5116.65
871,28,           ,109101.28
871,34,           ,7444.31
871,39,           ,4132.33
871,41,           ,3515.83
871,44,           ,337.33
871,51,           ,1643.65
871,1,           ,5405.04
871,6,           ,5035.77
871,47,           ,15011.13
871,51,B01        ,4554.78
871,7,           ,4994.28
871,16,           ,6892.9
871,18,           ,7898.25
871,20,           ,77035.16
871,43,           ,1677.37
871,4,           ,5513.52
871,12,           ,5408.14
871,14,           ,5248.9
871,45,           ,360.48
872,7,           ,9271.99
872,11,           ,7454.19
872,16,           ,3623.66
872,20,           ,4304.86
872,31,           ,5773
872,40,           ,16187.82
872,1,           ,83880.13
872,6,           ,6114.5
872,15,           ,4719.29
872,21,           ,6166.64
872,22,           ,6047.68
872,24,           ,5021.84
872,30,           ,3496.49
872,35,           ,2081.42
872,36,           ,4097.41
872,44,           ,22953.22
872,10,           ,3177.89
872,13,           ,5313.34
872,19,           ,1809.06
872,23,           ,3740.66
872,25,           ,4335.1
872,26,           ,3460.72
872,28,           ,5854.16
872,33,           ,5209.29
872,34,           ,5225.79
872,41,           ,15529.68
872,54,           ,10293.14
872,9,           ,3045.52
872,12,           ,6375.29
872,14,           ,128.93
872,17,           ,4620.49
872,29,           ,14989.06
872,37,           ,26132.28
872,42,           ,16932.23
872,56,           ,68975.53
874,11,           ,5363.99
874,16,           ,11078.82
874,8,           ,28803.32
874,10,           ,10473.6
874,13,           ,26855.25
874,13,B01        ,503.68
874,15,           ,67875.92
874,9,           ,22471.72
874,12,           ,20797.54
876,9,           ,4181.54
876,12,           ,4343.95
876,14,           ,5132.16
876,17,           ,3510.27
876,42,           ,2521.69
876,45,           ,4221.32
876,48,           ,6900.79
876,50,           ,4803.45
876,53,           ,11790
876,56,           ,12884.06
876,5,           ,4043.7
876,7,           ,7469.5
876,11,           ,5398.84
876,16,           ,4863.4
876,18,           ,5296.08
876,20,           ,3572.88
876,43,           ,2881.13
876,46,           ,4671.41
876,49,           ,4037.5
876,1,           ,26319.05
876,3,           ,4204.96
876,6,           ,18866.48
876,8,           ,5625.21
876,15,           ,869.5
876,21,           ,21641.88
876,47,           ,6902.83
876,51,           ,6691.96
876,4,           ,4043.7
876,10,           ,4415.82
876,13,           ,4648.4
876,19,           ,5681.03
876,44,           ,3213.55
877,5,           ,5039.13
877,12,           ,16194.22
877,17,           ,9340.98
877,53,           ,3866.95
877,2,           ,5178.67
877,4,           ,5039.13
877,9,           ,6794.29
877,13,           ,4544.6
877,19,           ,6353.52
877,23,           ,6642.04
877,25,           ,4974
877,26,           ,17759.43
877,41,           ,8140.13
877,48,           ,4776.04
877,50,           ,10112.36
877,1,           ,4738.33
877,3,           ,5178.67
877,6,           ,6794.29
877,8,           ,6794.29
877,10,           ,6784.99
877,15,           ,5980.8
877,21,           ,10499.89
877,44.01,           ,9864.28
877,7,           ,6794.29
877,11,           ,5388.87
877,24,           ,3107.2
877,44.02,           ,19678.16
877,49,           ,2604.84
877,52,           ,7017.56
878,12,           ,2313.74
878,27,           ,2285.69
878,1,           ,88356.79
878,7,           ,3023.68
878,40,           ,9631.71
878,43,           ,3150.62
878,10,           ,20127.21
878,13,           ,2219.85
878,15,           ,3382.97
878,25,           ,10286.02
878,28,           ,5311.78
878,44,           ,3153.72
878,9,           ,8325.99
878,14,           ,3129.7
878,19,           ,8481.24
878,23,           ,3987.89
878,53,           ,4988.22
879,19,           ,26891.87
879,1,           ,30284.37
879,1,B01        ,9213.65
881,5,           ,23188.02
881,18,           ,2970.76
881,29,           ,2068.63
881,32,           ,3334.58
881,37,           ,3876.25
881,38,           ,5922.91
881,42,           ,29865.73
881,53,           ,3566.15
881,59,           ,4031.3
881,61,           ,4149.55
881,1,           ,2722.68
881,16,           ,3110.3
881,36,           ,3876.25
881,40,           ,6113.43
881,55,           ,6973.07
881,62,           ,1792.38
881,3,           ,2722.68
881,6,           ,16838.43
881,15,           ,2285.44
881,21,           ,4456.14
881,30,           ,1252.8
881,35,           ,5837.26
881,39,           ,5018.32
881,54,           ,3783.22
881,4,           ,2722.68
881,19,           ,2831.21
881,23,           ,4040.6
881,25,           ,6106.58
881,26,           ,14793.02
881,33,           ,1141.17
881,34,           ,936.72
881,57,           ,4651.5
882,23,           ,3110.3
882,25,           ,6806.7
882,26,           ,7405.19
882,33,           ,3240.55
882,34,           ,3240.55
882,41,           ,4357.97
882,50,           ,947
882,57,           ,16599.65
882,64,           ,5051.53
882,90,           ,1916.42
882.01,1.01,C1A        ,1860.6
882.01,2.11,C2K        ,1860.6
882.01,3.01,C3A        ,1860.6
882.01,3.03,C3C        ,1860.6
882.01,3.05,C3E        ,1860.6
882.01,3.07,C3G        ,1860.6
882.01,3.09,C3I        ,1860.6
882.01,3.12,C3L        ,1860.6
882,22,           ,3249.85
882,24,           ,6806.7
882,28,           ,5767.86
882,30,           ,7091.99
882,44,           ,2211.15
882,69,           ,10614.72
882,92,           ,3990.99
882.01,1.03,C1C        ,1860.6
882.01,2.12,C2L        ,1860.6
882.01,2.14,C2N        ,1860.6
882.01,3.1,C3J        ,1566.01
882,16,           ,3885.55
882,31,           ,5467.06
882,43,           ,3748.48
882,55,           ,5057.73
882,74,           ,131901.04
882.01,1,C1         ,2818.63
882.01,1.02,C1B        ,1860.6
882.01,2.03,C2C        ,1860.6
882.01,2.04,C2D        ,1860.6
882.01,2.07,C2G        ,1860.6
882.01,2.08,C2H        ,1860.6
882.01,2.13,C2M        ,1860.6
882.01,3.02,C3B        ,1860.6
882.01,3.04,C3D        ,1860.6
882.01,3.06,C3F        ,1860.6
882.01,3.08,C3H        ,1860.6
882.01,3.11,C3K        ,1860.6
882,18,           ,3783.22
882,27,           ,5767.86
882,29,           ,5767.86
882,32,           ,3392.49
882,42,           ,4358.52
882,45,           ,5259.14
882,53,           ,5057.73
882,59,           ,77540.51
882,66,X          ,10452.71
882,74,T01        ,7324.54
882.01,1.04,C1D        ,1860.6
882.01,2.01,C2A        ,1839.6
882.01,2.02,C2B        ,1860.6
882.01,2.05,C2E        ,1860.6
882.01,2.06,C2F        ,1860.6
882.01,2.09,C2I        ,1860.6
882.01,2.1,C2J        ,1860.6
882.01,3.13,C3M        ,1860.6
882.01,3.14,C3N        ,1860.6
883,39,           ,9353.12
883,54,           ,9105.57
883,50,           ,5156.21
883,52,           ,6413.81
883,1,           ,6670.06
883,35,           ,16066.28
884,12,           ,6552.41
884,17,           ,7259.44
884,19,           ,4341.72
884,29,           ,1113.26
884,9.02,           ,7107.49
884,13,           ,22604.32
884,28,           ,4189.45
884,1,           ,297655.6
884,7,           ,14596.67
884,30,           ,3652.98
884,9.01,           ,7048.57
884,16,           ,11380.67
885,1.03,           ,8791.34
885,1.08,           ,8794.44
885,1.09,           ,10733.96
885,1.11,           ,9386.73
885,19,           ,12390.02
885,34,           ,2009.18
885,1.02,           ,8906.07
885,1.07,           ,8797.54
885,20,           ,30351.98
885,31,           ,6986.55
885,37,           ,17849.36
885,1.01,           ,7414.49
885,1.06,           ,8689
885,1.1,           ,9560.38
885,35,           ,7926.16
885,36,           ,7597.45
885,1.04,           ,8778.93
885,1.05,           ,8325.18
886,1,           ,434.14
886,3,           ,418.64
886,6,           ,883.79
886,8,           ,852.78
886,30,           ,852.78
886,35,           ,1082.25
886,36,           ,883.79
886,5,           ,883.79
886,7,           ,883.79
886,20,           ,3265.35
886,31,           ,1116.36
886,32,           ,945.81
886,40,           ,341.11
886,9,           ,852.78
886,14,           ,11405.48
886,29,           ,976.82
886,37,           ,883.79
886,38,           ,341.11
886,2,           ,387.63
886,4,           ,883.79
886,23,           ,883.79
886,34,           ,1144.27
887,1,           ,3463.82
