Block,Lot,QualCode,Tax
4064,14,           ,7009.5
4064,17,           ,2821.12
4064,25,           ,3587.86
4064,28,           ,3440.76
4064,39,           ,4524.36
4064,41,           ,6822.2
4064,54,           ,7677.43
4064,65,           ,2880.83
4064,9,           ,3014.17
4064,11,           ,3523.78
4064,16,           ,5876.4
4064,23,           ,6229.53
4064,27,           ,6346.95
4064,29,           ,4118.13
4064,37,           ,4859.27
4064,38,           ,4080.92
4064,45,           ,4307.29
4064,48,           ,2562.51
4064,50,           ,3032.78
4064,56,           ,3206.43
4064,60,           ,5590.71
4064,61,           ,5671.73
4064,1,           ,4908.88
4064,3,           ,2533.52
4064,6,           ,2802.95
4064,8,           ,3420.4
4064,10,           ,3249.85
4064,21,           ,3404.9
4064,24,           ,780.75
4064,51,           ,5107.35
4064,58,           ,6896.62
4064,63,           ,5094.94
4064,70,           ,6728.37
4064,72,           ,5893.16
4064,5,           ,3552.17
4064,7,           ,2871.53
4064,15,           ,7628.46
4064,20,           ,4152.77
4064,31,           ,4698.02
4064,43,           ,5023.62
4064,46,           ,5268.22
4064,67,           ,6753.98
4064,74,           ,3577.05
4065,7,           ,3241.38
4065,15,           ,4385.15
4065,16.01,           ,4738.5
4065,20,           ,5132.62
4065,24,           ,4729.39
4065,31,           ,6177.19
4065,36,           ,4417.16
4065,40,           ,5383.34
4065,46.01,           ,5650.02
4065,49,           ,23305.05
4065,52,           ,4216.27
4065,55,           ,5166.27
4065,62,           ,3342.39
4065,67,           ,4626.69
4065,70,           ,11089.98
4065,86.03,           ,3795.15
4065,86.05,           ,3831.08
4065,5,           ,6471.33
4065,29,           ,10748.07
4065,37,           ,4691.81
4065,38,           ,12087.54
4065,42,           ,4586.38
4065,46.02,           ,5615.91
4065,56,           ,11296.35
4065,59,           ,13291.23
4065,61,           ,3796.03
4065,66,           ,5370.93
4065,74,           ,3314.97
4065,86.01,           ,905.1
4065,86.04,           ,3742.91
4065,91,           ,730.89
4065,93,           ,242.39
4065,1,           ,13084.46
4065,3,           ,13814.77
4065,6,           ,630.65
4065,19,           ,9793.84
4065,21,           ,5265.11
4065,30,           ,6859.41
4065,35,           ,2921.14
4065,44,           ,5199.68
4065,51,           ,4248.37
4065,54,           ,8347.89
4065,63,           ,5626.57
4065,75,           ,2607.94
4065,86.02,           ,3742.91
4065,87,           ,545.05
4065,2,           ,6383.13
4065,4,           ,7356.11
4065,9,           ,2098.78
4065,16.02,           ,8292.07
4065,23,           ,5913.61
4065,25,           ,4456.14
4065,26,           ,5746.15
4065,33,           ,4586.38
4065,39,           ,1917.81
4065,57,           ,550.99
4065,65,           ,4564.67
4065,71,           ,5157.95
4065,89,           ,5681.03
4066,6,           ,10267.41
4066,15,           ,5150.76
4066,21,           ,4143.6
4066,36,           ,3527.24
4066,40,           ,18248.1
4066,43,           ,3262.25
4066,58,           ,4775.54
4066,62,           ,4410.3
4066,68,           ,4657.7
4066,70,           ,4511.96
4066,72,           ,2986.26
4066,73,           ,3959.98
4066,76,           ,6202
4066,80,           ,5333.72
4066,14,           ,5705.84
4066,19,           ,6664.05
4066,22,           ,3513.3
4066,28,           ,4868.57
4066,41,           ,4471.35
4066,44,           ,3302.57
4066,51,           ,6819.1
4066,54,           ,6099.67
4066,57,           ,7285.45
4066,64,           ,4087.12
4066,69,           ,5224.5
4066,75,           ,4403.75
4066,82,           ,3538.24
4066,11,           ,335.02
4066,16,           ,5746.15
4066,20,           ,4884.08
4066,27,           ,3035.88
4066,32,           ,4482.83
4066,38,           ,3314.97
4066,49,           ,5876.4
4066,61,           ,4068.51
4066,66,           ,4927.49
4066,74,           ,6168.04
4066,77,           ,5085.64
4066,81,           ,3625.07
4066,12,           ,10861.41
4066,18,           ,4142.94
4066,23,           ,4307.29
4066,26,           ,2117.96
4066,29,           ,3878.85
4066,34,           ,6741.99
4066,48,           ,4480.97
4066,53,           ,2645.15
4066,65,           ,2138.72
4066,71,           ,3285.42
4066,78,           ,5178.67
4066,83,           ,4621.08
4067,18,           ,7501.32
4067,23,           ,4496.15
4067,29,           ,4849.96
4067,33,           ,8987.31
4067,38,           ,2155.57
4067,50,           ,517.87
4067,56,           ,3119.61
4067,61,           ,4536.76
4067,25,           ,3442.11
4067,26,           ,5196.01
4067,28,           ,3974.78
4067,39,           ,3638.27
4067,44,           ,4350.7
4067,54,           ,7284.25
4067,57,           ,5004.88
4067,64,           ,4096.42
4067,5,           ,2945.95
4067,7,           ,3085.5
4067,11,           ,3510.33
4067,20,           ,8350.36
4067,31,           ,4741.43
4067,46,           ,3085.5
4067,49,           ,4226.66
4067,59,           ,10764.03
4067,66,           ,530.46
4067,67,           ,5948.42
4067,1,           ,5969.59
4067,13,           ,3646.78
4067,21,           ,3919.66
4067,22,           ,4902.68
4067,35,           ,11786.41
4067,47,           ,4555.37
4067,55,           ,3451.41
4067,58,           ,13643.87
4067,63,           ,4846.86
4067,68,           ,4933.69
4067,69,           ,5889.8
4067,72,           ,3690.19
4070,1,           ,10269.41
4070,3,           ,4147.6
4070,13,           ,5935.31
4070,19,           ,4319.69
4070,22,           ,6086.86
4070,12,           ,2685.47
4070,17,           ,3690.93
4070,26,           ,12805.31
4070,15,           ,8560.56
4070,24,           ,9379.36
4070,5,           ,5332.98
4070,11,           ,2725.78
4070,16,           ,4192.55
4070,27,           ,4849.96
4070,29,           ,7392.78
4072,1,           ,7713.47
4072,3,           ,5609.96
4072,10,           ,4716.62
4072,12,           ,3870.05
4072,17,           ,2592.44
4072,19,           ,3466.92
4072,5,           ,7340.07
4072,7,           ,6105.87
4072,9,           ,4301.09
4072,16,           ,3364.59
4073,6,           ,5507.38
4073,10,           ,4513.35
4073,13,           ,4574.44
4073,15,           ,5191.07
4073.01,20,           ,4105.72
4073,11,           ,5246.89
4073,20,           ,3030.49
4073.01,1,           ,15537.24
4073.01,3,           ,3702.59
4073.01,15,           ,2739.96
4073.01,22,           ,4170.85
4073.01,24,           ,5197.28
4073,14,           ,4750.73
4073,17,           ,4488.76
4073,19,           ,4034.4
4073.01,12,           ,14131.26
4073.01,17,           ,3460.72
4073.01,27,           ,3358.38
4073,9,           ,4608.09
4073,23,           ,5231.39
4073,25,           ,5684.13
4073.01,2,           ,2015.65
4073.01,4,           ,4391.02
4073.01,13,           ,4843.76
4073.01,19,           ,4037.5
4073.01,23,           ,3048.28
4074,12,           ,4499.56
4074,18,           ,3412.88
4074,33,           ,3463.47
4074,9,           ,3901.06
4074,16,           ,7309.06
4074,27,           ,4977.11
4074,29,           ,4775.54
4074,37,           ,5246.89
4074,1,           ,10357.16
4074,8,           ,4061.76
4074,13,           ,5580.6
4074,35,           ,2949.05
4074,7,           ,3922.77
4074,15,           ,3256.05
4074,31,           ,3804.93
4074,36,           ,3651.47
4075,5,           ,3186.35
4075,7,           ,3943.6
4075,15,           ,6276.42
4075,31,           ,3377.16
4075.01,8.06,           ,231.33
4075.01,12,           ,990.12
4075.01,18,           ,4573.98
4075.01,27,           ,5231.39
4075.01,32,           ,3331.07
4075,9,           ,4809.65
4075,11,           ,4524.36
4075,16,           ,6553.07
4075,27,           ,4672.67
4075,29,           ,2918.04
4075,38,           ,13402.98
4075.01,8.04,           ,231.33
4075.01,11,           ,3727.4
4075.01,21,           ,3014.17
4075,1,           ,20209.9
4075,19,           ,4942.36
4075,21,           ,12089.66
4075,22,           ,4335.2
4075,24,           ,6760.18
4075,40,           ,4837.56
4075.01,4,           ,8381.63
4075.01,8.07,           ,247.96
4075.01,14,           ,4434.43
4075.01,17,           ,4893.38
4075.01,19,           ,3637.47
4075.01,23,           ,4856.17
4075,4,           ,4927.46
4075,12,           ,4529.87
4075,14,           ,4412.72
4075,17,           ,6487.29
4075,26,           ,4043.7
4075.01,8.03,           ,235.87
4075.01,8.05,           ,231.33
4075.01,10,           ,4347.6
4075.01,15,           ,3434.18
4075.01,22,           ,4270.42
4075.01,25,           ,2192.61
4075.01,30,           ,3392.08
4076,54,           ,3693.29
4076,57,           ,7994.38
4076,64,           ,4099.52
4076,87,           ,3418.48
4076,94,           ,8879.97
4076,96,           ,3176.61
4076,99,           ,8290.58
4076,108,           ,3265.35
4076,111,           ,5224.2
4076,118,           ,2809.51
4076,123,           ,3953.78
4076,4,           ,4685.61
4076,56,           ,4679.41
4076,61,           ,4093.32
4076,78,           ,3550.65
4076,83,           ,3724.3
4076,85,           ,5144.56
4076,98,           ,4372.41
4076,106,           ,4080.92
4076,112,           ,3811.13
4076,115,           ,4608.09
4076,121,           ,4105.82
4076,122,           ,5441.19
4076,6,           ,8391.31
4076,7,           ,4698.02
4076,55,           ,5248.6
4076,63,           ,3863.85
4076,68,           ,3221.94
4076,73,           ,4868.57
4076,80,           ,3950.67
4076,95,           ,3159.92
4076,101,           ,4291.78
4076,114,           ,5945.7
4076,117,           ,8933.47
4076,124,           ,3724.3
4076,5,           ,3510.33
4076,59,           ,3990.99
4076,66,           ,3746.01
4076,67,           ,3184.48
4076,74,           ,3389.17
4076,76,           ,4281.18
4076,81,           ,2782
4076,84,           ,4037.5
4076,91,           ,28190.18
4076,97,           ,3004.87
4076,103,           ,5253.09
4076,119,           ,3820.43
4076,120,           ,3879.35
4077,1,           ,4062.76
4077,3,           ,4254.61
4077,19,           ,6983.9
4077,21,           ,6124.48
4077,22,           ,6459.38
4077,28,           ,7321.46
4077,30,           ,6546.21
4077,35,           ,6842.63
4077,51,           ,2775.04
4077,69,           ,7634.66
4077,72,           ,3708.8
4077,24,           ,6124.48
4077,43,           ,6933.84
4077,63,           ,5104.25
4077,70,           ,5888.8
4077,76,           ,3330.47
4077,77,           ,3807.57
4077,9,           ,4204.96
4077,26,           ,6124.48
4077,39,           ,6462.48
4077,41,           ,10093.91
4077,48,           ,6521.71
4077,50,           ,3603.36
4077,57,           ,3705.7
4077,65,           ,8713.81
4077,5,           ,10500.63
4077,16,           ,6884.22
4077,32,           ,7026.87
4077,37,           ,8760.33
4077,53,           ,3426.61
4077,59,           ,4806.55
4077,61,           ,6068.66
4077,74,           ,10241.78
4078,9,           ,4428.23
4078,16,           ,3823.53
4078,18,           ,6831.5
4078,27,           ,3358.38
4078,29,           ,3341.78
4078,37,           ,7823.82
4078,38,           ,4493.35
4078,42,           ,4530.56
4078,45,           ,4539.86
4078,50,           ,4175.58
4078,53,           ,4316.59
4078,56,           ,4167.74
4078,59,           ,4462.34
4078,60,           ,14106.45
4078,15,           ,4133.63
4078,20,           ,7519.93
4078,31,           ,3349.08
4078,32,           ,3919.66
4078,49,           ,4679.41
4078,52,           ,4363.11
4078,62,           ,4297.99
4078,12,           ,5631.88
4078,23,           ,3525.84
4078,26,           ,3820.43
4078,41,           ,4248.37
4078,44,           ,4161.54
4078,54,           ,4584.02
4078,57,           ,5345.93
4078,1,           ,62764.24
4078,6,           ,14574.7
4078,8,           ,3563.05
4078,13,           ,5411.56
4078,22,           ,3460.72
4078,24,           ,4914.27
4078,35,           ,114.74
4078,40,           ,4536.76
4079,1,           ,3088.6
4079,3,           ,5802.17
4079,6,           ,3215.12
4079,10,           ,5504.9
4079,13,           ,3826.63
4079,15,           ,3102.15
4079,21,           ,3770.82
4079,24,           ,3947.57
4079.01,40,           ,3665.38
4079.01,43,           ,3648.91
4079.01,58,           ,4170.85
4079.01,62,           ,3439.01
4079.01,63,           ,3426.61
4079.01,74,           ,5113.11
4079.01,77,           ,4834.46
4079.01,84,           ,4732.54
4079.01,85,           ,4607.57
4079.01,91,           ,4561.57
4079,5,           ,3482.42
4079,7,           ,3215.74
4079,11,           ,3556.85
4079,27,           ,3404.9
4079,31,           ,2921.14
4079,32,           ,2914.94
4079,37,           ,3653.56
4079,49,           ,6983.45
4079.01,41,           ,3392.49
4079.01,44,           ,4775.54
4079.01,47,           ,4936.79
4079.01,68,           ,3240.55
4079.01,69,           ,6081.34
4079.01,70,           ,2740.63
4079.01,76,           ,5138.36
4079.01,79,           ,4915.14
4079.01,80,           ,9501.3
4079.01,86,           ,4394.12
4079.01,90,           ,4248.37
4079.01,92,           ,4521.26
4079,2,           ,3336.68
4079,8,           ,3615.77
4079,12,           ,3522.74
4079,14,           ,3566.95
4079,19,           ,5926.01
4079,25,           ,3333.58
4079,28,           ,4384.81
4079,34,           ,3249.9
4079,51,           ,6609.41
4079,54,           ,7386.58
4079.01,42,           ,3561.05
4079.01,60,           ,4158.44
4079.01,67,           ,3981.68
4079.01,78,           ,4489.06
4079.01,83,           ,4449.94
4079.01,88,           ,6991.27
4079.01,89,           ,4593.85
4079,4,           ,3715
4079,9,           ,6895.87
4079,16,           ,3755.31
4079,18,           ,4065.73
4079,23,           ,3780.12
4079,29,           ,7327.73
4079,38,           ,3116.51
4079,53,           ,7380.38
4079,56,           ,14411.57
4079.01,39,           ,3246.75
4079.01,57,           ,3411.1
4079.01,65,           ,3680.89
4079.01,75,           ,4797.25
4079.01,82,           ,4636.89
4079.01,87,           ,4846.86
4086,37,           ,3808.03
4086,42,           ,4595.68
4086,45,           ,4555.37
4086,60,           ,3832.7
4086.01,29,           ,4437.53
4086,2,           ,3110.3
4086,4,           ,3770.82
4086,12,           ,7671.02
4086,39,           ,3826.63
4086,41,           ,5042.98
4086,48,           ,4158.44
4086,54,           ,4211.16
4086,57,           ,4756.93
4086.01,27,           ,3944.47
4086.01,32,           ,4583.28
4086,5,           ,4084.02
4086,7,           ,3259.15
4086,55,           ,4645.3
4086.01,25,           ,4428.23
4086,1,           ,3990.99
4086,8,           ,3990.99
4086,10,           ,4899.58
4086,36,           ,5107.35
4086,44,           ,4670.11
4086,47,           ,4211.16
4086,58,           ,4853.07
4086.01,30,           ,4149.14
4087,4,           ,4763.14
4087,1,           ,3721.2
4087,3,           ,4056.11
4087,6,           ,4620.49
4088,1,           ,4062.31
4088,3,           ,3950.67
4088,6,           ,4118.13
4088,30,           ,9195.95
4088,4,           ,3904.16
4088,34,           ,1259.73
4089,3,           ,3761.51
4089,8,           ,3953.78
4089,14,           ,4440.63
4089.01,22,           ,4124.33
4089,4,           ,3876.25
4089,12,           ,3618.87
4089.01,20,           ,4115.03
4089.01,24,           ,4673.21
4089,7,           ,3863.85
4089,10,           ,4149.14
4089,36,           ,9818.12
4089.01,19,           ,4639.1
4089.01,25,           ,3665.38
4089,5,           ,4617.39
4089.01,17,           ,4440.63
